index,target
25672,0
25673,0
25674,1
25675,0
25676,0
25677,0
25678,0
25679,0
25680,0
25681,1
25682,0
25683,0
25684,1
25685,1
25686,0
25687,0
25688,0
25689,0
25690,0
25691,0
25692,0
25693,1
25694,1
25695,0
25696,0
25697,0
25698,0
25699,0
25700,0
25701,0
25702,0
25703,0
25704,0
25705,0
25706,0
25707,1
25708,1
25709,0
25710,1
25711,0
25712,0
25713,1
25714,1
25715,1
25716,1
25717,0
25718,1
25719,0
25720,0
25721,0
25722,0
25723,0
25724,0
25725,1
25726,0
25727,1
25728,1
25729,0
25730,0
25731,0
25732,0
25733,1
25734,1
25735,0
25736,1
25737,0
25738,0
25739,1
25740,0
25741,0
25742,0
25743,0
25744,0
25745,0
25746,0
25747,1
25748,0
25749,0
25750,0
25751,0
25752,0
25753,1
25754,0
25755,0
25756,0
25757,0
25758,1
25759,0
25760,1
25761,0
25762,0
25763,1
25764,0
25765,0
25766,0
25767,0
25768,0
25769,1
25770,0
25771,0
25772,0
25773,1
25774,1
25775,0
25776,0
25777,0
25778,0
25779,0
25780,0
25781,0
25782,0
25783,0
25784,1
25785,0
25786,0
25787,1
25788,0
25789,0
25790,1
25791,0
25792,0
25793,1
25794,0
25795,0
25796,0
25797,0
25798,0
25799,0
25800,0
25801,1
25802,0
25803,0
25804,0
25805,0
25806,1
25807,0
25808,0
25809,1
25810,1
25811,1
25812,0
25813,1
25814,0
25815,0
25816,0
25817,0
25818,0
25819,0
25820,1
25821,0
25822,0
25823,0
25824,0
25825,0
25826,1
25827,0
25828,1
25829,0
25830,0
25831,0
25832,0
25833,0
25834,1
25835,0
25836,0
25837,0
25838,0
25839,0
25840,1
25841,0
25842,0
25843,0
25844,0
25845,0
25846,0
25847,1
25848,1
25849,0
25850,0
25851,1
25852,0
25853,0
25854,0
25855,1
25856,0
25857,0
25858,0
25859,0
25860,1
25861,1
25862,0
25863,0
25864,1
25865,0
25866,1
25867,0
25868,0
25869,0
25870,0
25871,0
25872,0
25873,1
25874,0
25875,0
25876,1
25877,0
25878,1
25879,0
25880,1
25881,0
25882,0
25883,0
25884,0
25885,0
25886,0
25887,1
25888,0
25889,0
25890,0
25891,1
25892,1
25893,0
25894,0
25895,0
25896,0
25897,0
25898,0
25899,0
25900,0
25901,0
25902,0
25903,1
25904,0
25905,0
25906,0
25907,0
25908,0
25909,0
25910,0
25911,0
25912,0
25913,0
25914,0
25915,0
25916,1
25917,1
25918,0
25919,0
25920,0
25921,0
25922,0
25923,0
25924,0
25925,0
25926,0
25927,0
25928,0
25929,0
25930,0
25931,0
25932,0
25933,0
25934,0
25935,0
25936,1
25937,0
25938,0
25939,1
25940,0
25941,0
25942,0
25943,0
25944,0
25945,0
25946,0
25947,0
25948,1
25949,1
25950,1
25951,0
25952,0
25953,1
25954,0
25955,0
25956,0
25957,0
25958,0
25959,0
25960,0
25961,1
25962,1
25963,0
25964,0
25965,0
25966,0
25967,1
25968,0
25969,0
25970,0
25971,0
25972,0
25973,0
25974,0
25975,1
25976,0
25977,1
25978,0
25979,1
25980,0
25981,0
25982,0
25983,0
25984,0
25985,1
25986,1
25987,1
25988,0
25989,0
25990,0
25991,0
25992,0
25993,0
25994,0
25995,0
25996,0
25997,1
25998,0
25999,0
26000,0
26001,0
26002,0
26003,0
26004,0
26005,0
26006,0
26007,0
26008,1
26009,1
26010,0
26011,0
26012,0
26013,0
26014,0
26015,0
26016,0
26017,0
26018,0
26019,0
26020,0
26021,0
26022,1
26023,0
26024,0
26025,1
26026,1
26027,0
26028,1
26029,0
26030,0
26031,0
26032,0
26033,0
26034,0
26035,0
26036,0
26037,0
26038,0
26039,0
26040,1
26041,0
26042,0
26043,0
26044,1
26045,0
26046,0
26047,0
26048,0
26049,0
26050,0
26051,0
26052,0
26053,0
26054,0
26055,0
26056,0
26057,0
26058,1
26059,0
26060,0
26061,0
26062,0
26063,0
26064,0
26065,0
26066,0
26067,0
26068,0
26069,0
26070,0
26071,0
26072,0
26073,1
26074,0
26075,0
26076,0
26077,0
26078,0
26079,0
26080,0
26081,0
26082,0
26083,0
26084,0
26085,0
26086,0
26087,0
26088,1
26089,1
26090,0
26091,0
26092,0
26093,0
26094,0
26095,0
26096,0
26097,1
26098,0
26099,1
26100,0
26101,0
26102,0
26103,0
26104,1
26105,0
26106,0
26107,0
26108,0
26109,0
26110,0
26111,0
26112,0
26113,0
26114,0
26115,1
26116,0
26117,0
26118,0
26119,1
26120,0
26121,0
26122,0
26123,0
26124,0
26125,0
26126,0
26127,0
26128,0
26129,1
26130,0
26131,0
26132,0
26133,0
26134,0
26135,0
26136,0
26137,0
26138,0
26139,0
26140,0
26141,0
26142,1
26143,0
26144,1
26145,1
26146,0
26147,0
26148,1
26149,0
26150,0
26151,0
26152,0
26153,1
26154,0
26155,0
26156,0
26157,0
26158,0
26159,0
26160,1
26161,1
26162,1
26163,0
26164,0
26165,1
26166,0
26167,0
26168,0
26169,0
26170,0
26171,1
26172,0
26173,1
26174,1
26175,0
26176,0
26177,0
26178,0
26179,0
26180,0
26181,0
26182,0
26183,0
26184,0
26185,0
26186,0
26187,0
26188,0
26189,0
26190,0
26191,0
26192,1
26193,0
26194,1
26195,0
26196,1
26197,1
26198,0
26199,0
26200,0
26201,0
26202,0
26203,1
26204,0
26205,0
26206,0
26207,0
26208,1
26209,1
26210,0
26211,1
26212,0
26213,0
26214,0
26215,0
26216,1
26217,1
26218,1
26219,0
26220,1
26221,0
26222,0
26223,0
26224,0
26225,0
26226,1
26227,0
26228,1
26229,0
26230,0
26231,0
26232,0
26233,0
26234,0
26235,0
26236,1
26237,0
26238,0
26239,0
26240,0
26241,1
26242,0
26243,0
26244,0
26245,0
26246,1
26247,0
26248,1
26249,0
26250,0
26251,0
26252,0
26253,0
26254,0
26255,0
26256,1
26257,0
26258,0
26259,0
26260,0
26261,0
26262,0
26263,0
26264,0
26265,0
26266,0
26267,0
26268,0
26269,1
26270,0
26271,0
26272,0
26273,1
26274,0
26275,0
26276,0
26277,1
26278,1
26279,1
26280,0
26281,1
26282,0
26283,0
26284,0
26285,0
26286,0
26287,0
26288,0
26289,0
26290,0
26291,1
26292,0
26293,0
26294,0
26295,0
26296,0
26297,1
26298,0
26299,0
26300,0
26301,0
26302,0
26303,0
26304,0
26305,1
26306,0
26307,1
26308,0
26309,0
26310,0
26311,1
26312,0
26313,0
26314,0
26315,0
26316,0
26317,0
26318,0
26319,0
26320,0
26321,1
26322,1
26323,0
26324,0
26325,0
26326,0
26327,0
26328,0
26329,1
26330,0
26331,0
26332,0
26333,1
26334,1
26335,0
26336,1
26337,0
26338,0
26339,0
26340,0
26341,1
26342,0
26343,0
26344,0
26345,0
26346,1
26347,0
26348,0
26349,0
26350,0
26351,0
26352,0
26353,0
26354,0
26355,0
26356,0
26357,0
26358,0
26359,1
26360,0
26361,0
26362,1
26363,1
26364,0
26365,0
26366,0
26367,0
26368,1
26369,0
26370,0
26371,1
26372,0
26373,0
26374,1
26375,1
26376,0
26377,0
26378,0
26379,0
26380,0
26381,1
26382,0
26383,0
26384,1
26385,0
26386,0
26387,0
26388,0
26389,0
26390,1
26391,0
26392,0
26393,0
26394,0
26395,0
26396,0
26397,0
26398,1
26399,1
26400,0
26401,0
26402,1
26403,0
26404,0
26405,0
26406,0
26407,0
26408,0
26409,1
26410,0
26411,0
26412,0
26413,0
26414,0
26415,0
26416,0
26417,0
26418,0
26419,0
26420,0
26421,0
26422,0
26423,0
26424,1
26425,0
26426,1
26427,1
26428,0
26429,0
26430,0
26431,0
26432,0
26433,1
26434,0
26435,1
26436,1
26437,1
26438,0
26439,0
26440,1
26441,0
26442,0
26443,0
26444,0
26445,0
26446,0
26447,1
26448,0
26449,0
26450,0
26451,0
26452,0
26453,0
26454,0
26455,0
26456,0
26457,0
26458,0
26459,0
26460,0
26461,0
26462,0
26463,0
26464,0
26465,0
26466,0
26467,0
26468,0
26469,0
26470,1
26471,0
26472,0
26473,0
26474,1
26475,0
26476,0
26477,1
26478,0
26479,0
26480,0
26481,0
26482,0
26483,0
26484,0
26485,0
26486,0
26487,0
26488,0
26489,1
26490,1
26491,0
26492,1
26493,0
26494,0
26495,0
26496,1
26497,0
26498,0
26499,0
26500,0
26501,0
26502,1
26503,0
26504,0
26505,0
26506,1
26507,0
26508,0
26509,0
26510,0
26511,0
26512,1
26513,0
26514,0
26515,0
26516,0
26517,0
26518,0
26519,1
26520,1
26521,0
26522,1
26523,1
26524,0
26525,0
26526,0
26527,0
26528,1
26529,0
26530,0
26531,0
26532,0
26533,0
26534,0
26535,0
26536,0
26537,0
26538,0
26539,0
26540,1
26541,0
26542,1
26543,1
26544,1
26545,0
26546,0
26547,1
26548,1
26549,0
26550,0
26551,0
26552,1
26553,0
26554,0
26555,0
26556,0
26557,0
26558,0
26559,1
26560,0
26561,0
26562,1
26563,0
26564,0
26565,0
26566,1
26567,1
26568,0
26569,1
26570,0
26571,1
26572,1
26573,0
26574,0
26575,0
26576,0
26577,0
26578,0
26579,0
26580,0
26581,0
26582,1
26583,1
26584,0
26585,0
26586,0
26587,0
26588,1
26589,0
26590,0
26591,0
26592,1
26593,0
26594,0
26595,0
26596,0
26597,0
26598,0
26599,1
26600,0
26601,0
26602,0
26603,0
26604,0
26605,0
26606,0
26607,0
26608,0
26609,0
26610,1
26611,0
26612,0
26613,1
26614,0
26615,0
26616,0
26617,1
26618,0
26619,0
26620,0
26621,1
26622,0
26623,1
26624,0
26625,0
26626,1
26627,0
26628,0
26629,0
26630,0
26631,0
26632,0
26633,0
26634,0
26635,0
26636,0
26637,0
26638,0
26639,1
26640,0
26641,0
26642,0
26643,0
26644,0
26645,0
26646,0
26647,0
26648,0
26649,0
26650,0
26651,1
26652,0
26653,0
26654,0
26655,1
26656,0
26657,0
26658,0
26659,0
26660,0
26661,0
26662,0
26663,0
26664,0
26665,0
26666,0
26667,1
26668,0
26669,0
26670,0
26671,0
26672,0
26673,0
26674,0
26675,0
26676,0
26677,0
26678,0
26679,0
26680,0
26681,0
26682,0
26683,0
26684,1
26685,1
26686,1
26687,0
26688,0
26689,1
26690,0
26691,0
26692,0
26693,0
26694,0
26695,1
26696,0
26697,0
26698,1
26699,0
26700,0
26701,1
26702,1
26703,1
26704,1
26705,0
26706,0
26707,0
26708,1
26709,0
26710,0
26711,0
26712,0
26713,0
26714,0
26715,0
26716,0
26717,0
26718,0
26719,0
26720,0
26721,1
26722,0
26723,0
26724,0
26725,0
26726,1
26727,0
26728,0
26729,0
26730,0
26731,0
26732,0
26733,0
26734,0
26735,0
26736,1
26737,0
26738,0
26739,0
26740,1
26741,0
26742,0
26743,1
26744,0
26745,0
26746,0
26747,0
26748,0
26749,0
26750,0
26751,0
26752,0
26753,0
26754,0
26755,0
26756,0
26757,1
26758,0
26759,0
26760,1
26761,0
26762,0
26763,0
26764,0
26765,0
26766,0
26767,0
26768,0
26769,0
26770,0
26771,0
26772,0
26773,0
26774,1
26775,0
26776,1
26777,0
26778,1
26779,0
26780,0
26781,0
26782,0
26783,0
26784,0
26785,1
26786,0
26787,0
26788,0
26789,0
26790,1
26791,0
26792,0
26793,0
26794,0
26795,0
26796,1
26797,0
26798,0
26799,0
26800,0
26801,0
26802,1
26803,0
26804,0
26805,1
26806,0
26807,0
26808,0
26809,0
26810,1
26811,0
26812,0
26813,0
26814,1
26815,0
26816,0
26817,0
26818,0
26819,0
26820,0
26821,0
26822,1
26823,0
26824,0
26825,0
26826,0
26827,0
26828,1
26829,0
26830,0
26831,0
26832,0
26833,0
26834,1
26835,0
26836,0
26837,0
26838,0
26839,1
26840,1
26841,0
26842,0
26843,0
26844,0
26845,0
26846,0
26847,0
26848,0
26849,1
26850,0
26851,0
26852,0
26853,0
26854,1
26855,0
26856,0
26857,1
26858,0
26859,0
26860,1
26861,0
26862,1
26863,0
26864,0
26865,1
26866,1
26867,0
26868,0
26869,0
26870,0
26871,0
26872,1
26873,1
26874,0
26875,0
26876,1
26877,0
26878,0
26879,0
26880,0
26881,0
26882,0
26883,0
26884,0
26885,0
26886,1
26887,0
26888,0
26889,1
26890,0
26891,0
26892,0
26893,0
26894,0
26895,0
26896,0
26897,0
26898,1
26899,0
26900,0
26901,0
26902,0
26903,0
26904,0
26905,0
26906,0
26907,0
26908,0
26909,0
26910,0
26911,0
26912,0
26913,0
26914,0
26915,0
26916,0
26917,1
26918,0
26919,1
26920,0
26921,0
26922,0
26923,0
26924,1
26925,0
26926,1
26927,1
26928,1
26929,0
26930,1
26931,0
26932,1
26933,1
26934,1
26935,0
26936,1
26937,0
26938,0
26939,0
26940,0
26941,0
26942,0
26943,0
26944,0
26945,0
26946,0
26947,0
26948,0
26949,0
26950,0
26951,0
26952,0
26953,1
26954,1
26955,0
26956,0
26957,0
26958,0
26959,0
26960,0
26961,0
26962,0
26963,0
26964,0
26965,1
26966,0
26967,0
26968,0
26969,0
26970,0
26971,1
26972,0
26973,0
26974,0
26975,0
26976,1
26977,0
26978,0
26979,0
26980,0
26981,0
26982,0
26983,1
26984,1
26985,0
26986,0
26987,0
26988,0
26989,0
26990,1
26991,0
26992,0
26993,1
26994,0
26995,0
26996,1
26997,1
26998,0
26999,0
27000,1
27001,0
27002,0
27003,0
27004,0
27005,0
27006,1
27007,0
27008,0
27009,0
27010,0
27011,0
27012,0
27013,0
27014,0
27015,0
27016,0
27017,1
27018,1
27019,0
27020,0
27021,1
27022,0
27023,1
27024,1
27025,0
27026,0
27027,0
27028,0
27029,0
27030,1
27031,1
27032,0
27033,0
27034,1
27035,0
27036,0
27037,0
27038,0
27039,0
27040,0
27041,0
27042,0
27043,1
27044,1
27045,0
27046,0
27047,0
27048,1
27049,0
27050,0
27051,0
27052,0
27053,0
27054,0
27055,1
27056,0
27057,1
27058,1
27059,1
27060,1
27061,0
27062,0
27063,0
27064,0
27065,0
27066,1
27067,0
27068,0
27069,0
27070,0
27071,1
27072,0
27073,0
27074,0
27075,1
27076,0
27077,0
27078,0
27079,0
27080,0
27081,0
27082,0
27083,1
27084,1
27085,0
27086,0
27087,0
27088,0
27089,0
27090,0
27091,0
27092,0
27093,0
27094,0
27095,0
27096,0
27097,0
27098,0
27099,0
27100,0
27101,0
27102,1
27103,0
27104,0
27105,0
27106,1
27107,0
27108,1
27109,0
27110,0
27111,0
27112,0
27113,1
27114,0
27115,0
27116,1
27117,0
27118,1
27119,1
27120,0
27121,0
27122,0
27123,0
27124,0
27125,0
27126,1
27127,0
27128,0
27129,0
27130,1
27131,0
27132,0
27133,0
27134,0
27135,0
27136,0
27137,0
27138,0
27139,0
27140,0
27141,0
27142,0
27143,0
27144,1
27145,0
27146,0
27147,0
27148,1
27149,0
27150,0
27151,0
27152,0
27153,0
27154,0
27155,1
27156,0
27157,1
27158,0
27159,0
27160,1
27161,0
27162,0
27163,0
27164,0
27165,0
27166,0
27167,0
27168,1
27169,0
27170,0
27171,1
27172,0
27173,0
27174,0
27175,0
27176,0
27177,0
27178,1
27179,0
27180,0
27181,0
27182,0
27183,0
27184,0
27185,0
27186,1
27187,0
27188,0
27189,0
27190,0
27191,0
27192,0
27193,0
27194,0
27195,0
27196,0
27197,0
27198,0
27199,0
27200,1
27201,0
27202,0
27203,1
27204,1
27205,1
27206,0
27207,0
27208,0
27209,0
27210,0
27211,0
27212,1
27213,0
27214,0
27215,0
27216,0
27217,0
27218,1
27219,0
27220,0
27221,0
27222,0
27223,1
27224,0
27225,0
27226,0
27227,0
27228,0
27229,1
27230,0
27231,0
27232,0
27233,0
27234,0
27235,0
27236,0
27237,0
27238,1
27239,0
27240,0
27241,0
27242,0
27243,0
27244,1
27245,0
27246,0
27247,0
27248,0
27249,0
27250,0
27251,0
27252,0
27253,0
27254,1
27255,0
27256,0
27257,0
27258,0
27259,0
27260,0
27261,0
27262,0
27263,0
27264,1
27265,0
27266,0
27267,0
27268,1
27269,0
27270,0
27271,0
27272,0
27273,0
27274,0
27275,1
27276,0
27277,0
27278,0
27279,1
27280,0
27281,1
27282,0
27283,0
27284,0
27285,0
27286,1
27287,0
27288,0
27289,0
27290,1
27291,0
27292,0
27293,0
27294,1
27295,1
27296,1
27297,0
27298,0
27299,1
27300,0
27301,1
27302,1
27303,1
27304,0
27305,0
27306,0
27307,0
27308,0
27309,0
27310,0
27311,0
27312,0
27313,0
27314,0
27315,0
27316,0
27317,1
27318,1
27319,0
27320,0
27321,0
27322,0
27323,0
27324,1
27325,0
27326,0
27327,1
27328,1
27329,0
27330,0
27331,0
27332,0
27333,0
27334,0
27335,0
27336,0
27337,0
27338,0
27339,0
27340,0
27341,0
27342,0
27343,1
27344,1
27345,0
27346,0
27347,0
27348,0
27349,0
27350,0
27351,0
27352,1
27353,1
27354,1
27355,0
27356,0
27357,0
27358,0
27359,0
27360,0
27361,0
27362,0
27363,0
27364,0
27365,0
27366,1
27367,0
27368,0
27369,0
27370,0
27371,0
27372,1
27373,0
27374,1
27375,1
27376,0
27377,0
27378,0
27379,0
27380,0
27381,0
27382,0
27383,0
27384,0
27385,0
27386,0
27387,0
27388,0
27389,0
27390,1
27391,0
27392,1
27393,0
27394,0
27395,0
27396,0
27397,0
27398,0
27399,1
27400,0
27401,1
27402,0
27403,0
27404,0
27405,0
27406,0
27407,1
27408,0
27409,0
27410,0
27411,0
27412,0
27413,0
27414,0
27415,0
27416,0
27417,1
27418,0
27419,1
27420,1
27421,0
27422,0
27423,0
27424,1
27425,0
27426,0
27427,0
27428,0
27429,0
27430,0
27431,0
27432,0
27433,0
27434,1
27435,1
27436,1
27437,0
27438,0
27439,0
27440,0
27441,0
27442,0
27443,0
27444,0
27445,0
27446,0
27447,0
27448,0
27449,0
27450,1
27451,0
27452,0
27453,0
27454,1
27455,0
27456,0
27457,1
27458,0
27459,0
27460,0
27461,0
27462,0
27463,0
27464,0
27465,0
27466,0
27467,0
27468,0
27469,0
27470,1
27471,0
27472,0
27473,0
27474,0
27475,0
27476,0
27477,0
27478,0
27479,0
27480,0
27481,0
27482,1
27483,0
27484,0
27485,0
27486,0
27487,0
27488,1
27489,0
27490,0
27491,0
27492,0
27493,0
27494,0
27495,0
27496,0
27497,0
27498,0
27499,0
27500,0
27501,0
27502,1
27503,0
27504,0
27505,1
27506,1
27507,0
27508,0
27509,0
27510,0
27511,0
27512,1
27513,0
27514,0
27515,0
27516,0
27517,1
27518,0
27519,0
27520,0
27521,0
27522,0
27523,0
27524,0
27525,0
27526,0
27527,1
27528,1
27529,0
27530,1
27531,0
27532,0
27533,0
27534,0
27535,1
27536,0
27537,0
27538,0
27539,0
27540,0
27541,0
27542,1
27543,0
27544,0
27545,0
27546,0
27547,0
27548,0
27549,1
27550,1
27551,0
27552,0
27553,0
27554,1
27555,1
27556,0
27557,0
27558,0
27559,0
27560,0
27561,1
27562,0
27563,0
27564,1
27565,0
27566,0
27567,0
27568,0
27569,0
27570,0
27571,0
27572,0
27573,0
27574,0
27575,0
27576,1
27577,1
27578,0
27579,0
27580,1
27581,0
27582,0
27583,1
27584,0
27585,1
27586,0
27587,0
27588,0
27589,0
27590,0
27591,0
27592,0
27593,0
27594,0
27595,1
27596,0
27597,0
27598,0
27599,0
27600,0
27601,1
27602,1
27603,0
27604,0
27605,1
27606,0
27607,0
27608,1
27609,0
27610,1
27611,0
27612,1
27613,1
27614,0
27615,0
27616,0
27617,0
27618,1
27619,0
27620,0
27621,0
27622,0
27623,1
27624,0
27625,1
27626,0
27627,0
27628,0
27629,0
27630,0
27631,0
27632,1
27633,0
27634,1
27635,0
27636,0
27637,0
27638,1
27639,0
27640,0
27641,1
27642,0
27643,0
27644,0
27645,1
27646,0
27647,0
27648,0
27649,0
27650,1
27651,0
27652,0
27653,1
27654,0
27655,0
27656,0
27657,0
27658,0
27659,0
27660,0
27661,0
27662,0
27663,0
27664,0
27665,0
27666,0
27667,1
27668,0
27669,0
27670,0
27671,0
27672,0
27673,1
27674,0
27675,1
27676,0
27677,0
27678,0
27679,0
27680,1
27681,1
27682,0
27683,0
27684,1
27685,0
27686,1
27687,0
27688,0
27689,1
27690,1
27691,0
27692,1
27693,0
27694,1
27695,0
27696,0
27697,1
27698,0
27699,0
27700,0
27701,0
27702,0
27703,0
27704,1
27705,0
27706,0
27707,0
27708,0
27709,0
27710,0
27711,0
27712,0
27713,0
27714,0
27715,0
27716,1
27717,1
27718,0
27719,0
27720,0
27721,0
27722,0
27723,0
27724,0
27725,0
27726,1
27727,1
27728,0
27729,0
27730,0
27731,0
27732,0
27733,0
27734,0
27735,0
27736,0
27737,0
27738,0
27739,0
27740,0
27741,0
27742,0
27743,0
27744,0
27745,0
27746,0
27747,0
27748,1
27749,0
27750,0
27751,0
27752,0
27753,0
27754,0
27755,1
27756,0
27757,0
27758,0
27759,0
27760,1
27761,0
27762,0
27763,0
27764,0
27765,0
27766,0
27767,1
27768,0
27769,1
27770,0
27771,0
27772,1
27773,0
27774,1
27775,1
27776,1
27777,0
27778,0
27779,1
27780,0
27781,0
27782,0
27783,1
27784,0
27785,1
27786,0
27787,1
27788,0
27789,1
27790,0
27791,0
27792,0
27793,1
27794,0
27795,0
27796,0
27797,0
27798,0
27799,1
27800,1
27801,0
27802,0
27803,0
27804,0
27805,0
27806,1
27807,0
27808,0
27809,0
27810,0
27811,0
27812,0
27813,0
27814,1
27815,0
27816,1
27817,1
27818,0
27819,0
27820,0
27821,0
27822,0
27823,0
27824,0
27825,0
27826,0
27827,0
27828,0
27829,0
27830,1
27831,1
27832,1
27833,1
27834,0
27835,1
27836,0
27837,0
27838,0
27839,0
27840,0
27841,0
27842,1
27843,0
27844,0
27845,0
27846,0
27847,0
27848,0
27849,1
27850,0
27851,0
27852,0
27853,0
27854,0
27855,1
27856,1
27857,0
27858,0
27859,0
27860,0
27861,0
27862,0
27863,1
27864,0
27865,1
27866,0
27867,1
27868,0
27869,1
27870,0
27871,0
27872,0
27873,0
27874,0
27875,0
27876,1
27877,0
27878,0
27879,0
27880,1
27881,0
27882,0
27883,0
27884,0
27885,0
27886,0
27887,1
27888,0
27889,1
27890,0
27891,0
27892,1
27893,0
27894,0
27895,0
27896,0
27897,1
27898,0
27899,1
27900,0
27901,0
27902,0
27903,0
27904,1
27905,0
27906,0
27907,0
27908,1
27909,0
27910,0
27911,0
27912,0
27913,0
27914,0
27915,0
27916,0
27917,1
27918,0
27919,0
27920,0
27921,0
27922,0
27923,0
27924,0
27925,0
27926,0
27927,0
27928,0
27929,1
27930,1
27931,0
27932,1
27933,0
27934,0
27935,1
27936,0
27937,1
27938,1
27939,0
27940,0
27941,0
27942,0
27943,1
27944,0
27945,0
27946,1
27947,1
27948,0
27949,0
27950,0
27951,1
27952,0
27953,0
27954,1
27955,0
27956,0
27957,0
27958,1
27959,0
27960,0
27961,1
27962,0
27963,0
27964,0
27965,0
27966,1
27967,0
27968,1
27969,0
27970,0
27971,1
27972,0
27973,1
27974,0
27975,1
27976,0
27977,0
27978,1
27979,1
27980,1
27981,0
27982,0
27983,0
27984,0
27985,0
27986,0
27987,0
27988,0
27989,0
27990,0
27991,0
27992,0
27993,1
27994,1
27995,0
27996,1
27997,0
27998,0
27999,1
28000,0
28001,0
28002,0
28003,0
28004,0
28005,0
28006,1
28007,0
28008,0
28009,0
28010,0
28011,0
28012,1
28013,0
28014,0
28015,0
28016,1
28017,0
28018,0
28019,0
28020,0
28021,0
28022,0
28023,0
28024,0
28025,0
28026,0
28027,0
28028,0
28029,1
28030,0
28031,1
28032,0
28033,1
28034,0
28035,0
28036,0
28037,0
28038,0
28039,0
28040,0
28041,0
28042,1
28043,0
28044,0
28045,0
28046,0
28047,0
28048,0
28049,0
28050,0
28051,0
28052,0
28053,0
28054,0
28055,0
28056,0
28057,1
28058,1
28059,1
28060,0
28061,0
28062,0
28063,0
28064,1
28065,0
28066,0
28067,1
28068,0
28069,0
28070,0
28071,0
28072,0
28073,0
28074,0
28075,1
28076,0
28077,0
28078,0
28079,0
28080,0
28081,0
28082,0
28083,0
28084,1
28085,0
28086,1
28087,0
28088,0
28089,0
28090,0
28091,0
28092,1
28093,0
28094,0
28095,0
28096,1
28097,0
28098,0
28099,0
28100,0
